,score,time,user,product
12901729,5.0,2017-11-26,A3JPREWQP40YDE,B01FW7FXCK
2856889,5.0,2014-02-08,A190SYGDL3G0E1,B003AJS6RC
5028185,5.0,2016-10-29,AGCNTFKILMLL5,B00C35ER8Q
1793818,4.0,2014-08-21,A2C84HFHNY6JVZ,B0018L9O9I
204224,4.0,2013-05-30,A2I6GN7OHB9JKF,B0007TAJ0K
5049112,3.0,2015-02-11,A1JU37PONGB6H8,B00C88T12K
6289428,3.0,2015-03-02,AMVC9WTXYKNJ1,B00KN7AIWK
6343522,5.0,2017-10-17,A2DNQTJ2K9VW44,B00KVZM6Q0
5969882,5.0,2018-05-15,A3TNQMD5FMZQLK,B00IBM7N40
6381650,5.0,2016-11-11,AWPODHOB4GFWL,B00L2CXDQ8
9139676,5.0,2016-05-29,A2CERG67MT95XY,B01EUALHXE
905388,4.0,2013-07-20,AU3GYRAKBUAEU,B000PBTE2Y
2881758,5.0,2014-06-29,A3JSNA3NS7PR0Z,B003CHANKU
3480882,4.0,2016-09-21,A3AALN7GV1U4J0,B004XIJR9A
7605165,5.0,2016-11-18,ADXGKRD1P7ZLR,B00X90ZYJ0
3984875,5.0,2013-05-06,A2J4XMWKR8PPD0,B006HMDN6S
3365651,3.0,2016-08-31,A3GJFUN8XZQVTZ,B004QB6CT2
499599,5.0,2012-06-18,AWPODHOB4GFWL,B000F7Z0KI
6101979,5.0,2018-02-09,AVE0ZWLZSUYI8,B00JDIO7GI
5615025,3.0,2016-03-30,A3GUMUEP18J9R6,B00FY7TW80
3351609,5.0,2015-09-27,A10E21WZRALF5E,B004NQ94EK
7040151,5.0,2016-09-27,AO054UPAPRF15,B00QO2XGRW
7267380,5.0,2017-05-13,AAYSP3BQSEGHO,B00TEAC8RA
2145322,5.0,2017-02-22,A20NRZZJQ2OIAR,B001JU9Y3Y
3504088,5.0,2015-08-19,A1WD06MPDCV7NH,B004Z5BY3S
937799,5.0,2015-08-04,A30NGFU4K1YGS5,B000Q9C9B8
8245587,5.0,2016-03-29,A3SIOCQPUIK6SO,B015MTEUQS
7560103,1.0,2015-08-15,A68UDKZFN2238,B00WQJTV1W
8240220,5.0,2016-10-30,A3JZ9Q6H7BFIZ,B015IUX4JK
9775772,5.0,2018-03-25,A29X9YRHE9646X,B001F2Y1XO
8598599,5.0,2016-09-22,A3GPR4SKRP0QNR,B0198VOG5Q
2063756,5.0,2014-10-23,A2N9EJ4JPZ1513,B001FT4ZQU
4762171,5.0,2016-06-14,A3TTGQ7M18KFCI,B00AT6HZGM
3350834,3.0,2015-07-08,A188JL9W4WOWJX,B004NKU558
2696762,5.0,2013-07-21,A2Y43HLB7AHNQX,B002QX3UJ2
3644324,4.0,2014-10-18,A1U10C207HQ3BJ,B005CF1TMG
3124978,5.0,2013-05-23,A2MM6BN9MOQM44,B0044VZ9NO
4036790,5.0,2015-02-24,AXITL9K6GU1VJ,B006PHR726
10200484,5.0,2017-02-28,A3GFID4RNI4ZVO,B004MUR9Y4
752347,4.0,2018-03-27,A2I5T47AJJHCB3,B000LG3VBI
7359999,5.0,2017-02-10,A2F4IF4CBKPZ6T,B00UFEGJ9M
4399338,5.0,2016-02-29,A9IKJZ9E9U48M,B008GQ6VDK
19497,3.0,2014-11-15,A3RCZ4GWIO9F2X,B00005BAIB
8350145,5.0,2017-04-09,A20YJ8HCUBSGFU,B016R4DXJW
7445614,5.0,2015-09-14,A12LH2100CKQO,B00VE6Z5XQ
5807019,5.0,2016-04-08,A3HY7RN4ZQC8B6,B00H9WUB2Y
9945339,5.0,2014-07-27,A36R5Q85EF2B2Z,B002D4K9GG
6627821,5.0,2016-07-05,A8TUDDW11AOSA,B00MXNYBFW
1193291,5.0,2016-12-03,A28QI1A2FOSKUG,B00126HZZ4
10750340,5.0,2015-10-23,A2GJCSC0FCFQWN,B009GDCK5K
2497417,5.0,2016-09-16,AMIP1FQNUYZ9S,B0027PXSWS
4296645,5.0,2014-08-17,A3VMC3IW7V7ZN6,B007YD9KWA
8990944,4.0,2017-12-31,A3TB36ZJ4U4S2V,B01DCHITW8
1232188,5.0,2013-02-11,A2COE7ZZGIFPN5,B0013AW8Y2
180893,4.0,2015-03-22,AYVW3O6W8S5S4,B00076ZDLI
7314677,1.0,2015-08-11,A1IY8DJ2Q6TQ8K,B00TY6BN8O
1935900,4.0,2017-08-10,AYJ77BRVHKWOT,B001C69L6K
6567516,5.0,2015-02-12,A2O489VAPVIH35,B00MH5S10M
2344854,5.0,2016-10-30,AP1WH5IUY3UN3,B001RN286S
8408102,5.0,2016-03-13,A3SDCNAE77X8O9,B0179LFCLO
3905033,5.0,2017-08-16,ASWTGWOE7YB9T,B0062PV8Q2
4402671,5.0,2016-06-25,A2ZN7ZYVZ6CBT5,B008HASC28
195233,5.0,2015-07-06,A35VTM2Z6FFJHC,B0007NP5RS
12579427,4.0,2017-12-11,AYQ5DRFSKV9L,B018JNV7EM
3731688,5.0,2012-08-25,A2TI79NM4NCEUI,B005HSZG5E
9706270,3.0,2018-03-27,A3K6CX04FUHUFN,B0018BGGVC
7540397,5.0,2016-08-22,A2NQ4IQ1J9AVZH,B00WHTQHCC
9879312,4.0,2016-10-09,AGTIKRRJIMM29,B001SH92C6
81428,4.0,2015-03-19,A2MOROFIB3M9U4,B00019NM6Y
2317120,5.0,2013-02-18,A2L5MJIBNOHRER,B001QBZI90
2771238,5.0,2015-08-19,A39WKU69F0AYHW,B0030DHIPE
12212290,3.0,2017-05-30,A2Y9BKZKYXP733,B00Y1F72II
1271884,5.0,2015-02-01,A2RV8KNSKO0E5U,B00144ATCA
4573654,5.0,2013-04-05,A2IMLOJ2Z2QEU2,B009K28IMQ
2750185,5.0,2010-03-23,AZ0PCEZUTF5QO,B002XQGFDK
11829269,5.0,2016-07-15,A3D8EP3JQ36X65,B00O4CUX70
2468568,5.0,2014-05-06,A2XPYO8B5I60KF,B0025TVDZK
6500328,5.0,2016-12-19,AGCEIUMHYDJ5I,B00LWW9FMY
7328493,5.0,2015-10-18,A1LLZM2OG92XL5,B00U27O9TY
891575,4.0,2014-01-06,A2YOI67EI4N4D,B000P3WPXM
3889467,3.0,2017-12-21,A2LZP2YM846R4K,B0060E5942
7692953,4.0,2015-08-05,A1R0798K5DDQZP,B00Y9HVA1I
909326,5.0,2017-04-13,AZ63RPBK0S2FA,B000PD6RPE
5099230,4.0,2017-03-23,A3L2XR7I917OXH,B00CJ7KJGC
4333828,5.0,2016-10-17,A3BKK4RJ0MMUNY,B0083WGFEW
840979,5.0,2014-08-21,A1XGQACKRTWT0A,B000NOO3ZQ
7147622,5.0,2017-03-29,A2U7KJVIJKD5Q,B00S2P2LXO
1173019,5.0,2010-03-10,A3UJRNI8UR4871,B0010O748Q
3402409,5.0,2017-11-22,A1NYAO3C3W6IA0,B004TZ86M6
2460828,4.0,2014-02-12,A2G5VI3IAOZFFX,B0023MG6P6
2354695,5.0,2014-09-15,A3NC0RNYQ2XS0W,B001SAGBHW
7283715,5.0,2016-01-27,A12XT6643J7XGI,B00TM9EOZM
3009158,5.0,2015-05-01,A1C03L0XL8SM6T,B003SHBL00
1908473,4.0,2015-08-15,A2QYK86BKMRHB7,B001BR1O74
4093831,4.0,2015-07-14,ARFPGL7OEATYH,B006ZT9E1Q
1832162,4.0,2013-05-04,A18ZALJ56S60KP,B0019MWRW2
1376291,5.0,2016-08-06,A3IPAPET877F29,B0016JA8HY
4384655,5.0,2014-07-01,A166GYQP3655ZC,B008CPU4CY
4446816,5.0,2014-10-16,A3OXKQ88ST65XO,B008YGQIK8
8504761,5.0,2016-05-31,A2QEIF7405Y07H,B0185PB87A
224553,5.0,2015-06-11,AYNYRE128X9XX,B00091RWN8
2329306,5.0,2016-06-07,A3GEWVG5D24QOF,B001QVVZM4
7194605,5.0,2016-06-08,A33YJB94G4KT2S,B00SLYGYP2
878943,5.0,2015-10-22,A3HCG8U4ATKXG4,B000OWIFGA
10055257,5.0,2016-11-10,A2ZO18EW8HMAM4,B003MFDCU0
8565034,5.0,2016-01-16,AT53ZTTO707MB,B018TGXC5G
3396029,1.0,2014-06-13,A2A3WKY2REQ7Z0,B004TDCR3M
5807430,5.0,2014-05-14,A2P739KOM4U5JB,B00HA1FT44
10029928,5.0,2017-01-12,ANOMBQCE24XQ8,B003CU13AG
2431405,5.0,2015-07-06,A2S71BBPKPMT3M,B001WJ6908
371302,4.0,2012-04-29,A1PDFBS64JCPQC,B000BS0AQU
7818713,4.0,2015-10-27,A2UY3C2VT6J1MB,B00ZXYI1I6
7987001,5.0,2016-03-02,AXQX3F9OEZ9YX,B012IF90VO
6682163,4.0,2015-09-23,AKCZIJ6ZHE41D,B00NFCG8JC
8408258,5.0,2016-02-19,A1EMN4T3ROJDOO,B0179MLE2Y
4893309,2.0,2016-05-09,A1S030AN38DFPS,B00BC56IB2
3670384,5.0,2015-03-12,A3PZEAG8XCYVOX,B005DTX1VS
7708966,4.0,2016-02-25,A1B70ZEWQ6UH1A,B00YG0H0WG
2199458,4.0,2012-10-27,A3UC0BWU7CSVZT,B001MQ9U7A
5111746,5.0,2014-04-23,A3OXHLG6DIBRW8,B00CLGROZA
926817,5.0,2015-02-19,A50MDI3USXRL5,B000PW64JY
3267398,2.0,2014-02-01,A3JT5XR92IFRVL,B004H83418
8399391,2.0,2015-12-29,A1BZ18U2EF4FAI,B0177V0GH6
6225487,5.0,2015-11-10,A1P4XA8O7TIQDL,B00K987WLS
888243,5.0,2014-03-29,A1DV7HCVS9CT0,B000P1RO7Q
8387153,5.0,2017-04-09,A2RZ73GGT2MWUB,B0174X6UNQ
4391010,3.0,2012-10-06,AN81JUYW2SL24,B008ERUROK
8971185,5.0,2018-04-05,AA1951H3SLZR8,B01D5FY3V8
4516931,3.0,2016-04-28,A2PU4LK158HLIA,B00962ET8W
4232309,4.0,2014-01-03,A35JWV3EZUEMW5,B007K1FWW8
4380800,3.0,2016-04-06,AZAC8O310IK4E,B008C1YAWS
5205885,5.0,2017-08-26,A83RHBD3AG9GV,B00D9DJQ8C
5093171,5.0,2015-02-21,A35WKV6KO4685K,B00CI28O2Y
2037915,5.0,2014-01-31,A3MH9ZH5T8ZTM1,B001EYIPLC
10900233,5.0,2018-02-14,AVU1ILDDYW301,B00BCHWAEE
708256,3.0,2015-02-15,A203R41MIFSL4Z,B000K6IRTA
7986993,5.0,2016-04-09,A2LUWS0RWWPX0,B012IF90VO
6845318,1.0,2015-06-14,A1223B1WS6TYGB,B00ONEUMR0
240678,5.0,2011-11-29,A37XQ1R7WFPXXP,B0009JKXW2
4894464,5.0,2017-02-05,A7EU2BWLLCJY2,B00BCHWOMC
7224287,4.0,2017-06-22,A2Q1Z5KEXZ3YG8,B00SU9AHEC
2224005,5.0,2015-06-18,AWVP0JKG5V5FX,B001N888OS
2079497,4.0,2013-10-30,A397F9CH79LD3S,B001GBDIQU
6709016,3.0,2016-10-17,A110PC8C5Y7MQD,B00NITSG8S
4992601,5.0,2015-07-21,A1JAPZV3IDYQAM,B00BTHREMK
6779356,5.0,2015-09-15,A3CVC8TCHFFDK8,B00O0UVACI
6282243,5.0,2016-08-29,A1VNKSLOJMG0GU,B00KLX05UG
2889195,5.0,2017-04-24,A1XI9V4K8FRZ3V,B003D6D28A
3864809,5.0,2016-07-27,AX6CRRFTE9V10,B005X0GX26
2992580,4.0,2010-12-07,A8MQYE65UTJFO,B003R0LSMO
9057608,5.0,2016-06-30,A2HC9549CZAKNN,B01DZP7H9S
5771437,5.0,2017-02-11,A1JFI3O7RLMXT9,B00GY8KOFI
254523,5.0,2015-08-18,A1LJ8V383ZFD89,B0009PUGOG
6724470,5.0,2017-08-09,A18GMAAAVWEGPW,B00NNLSCCG
5670631,2.0,2012-12-30,AVJJ2D4G5I0Z4,B00GCDG4OU
10650250,3.0,2018-02-23,A2HEAVLU5WBG85,B00870W2RE
4071016,4.0,2014-02-05,A3IGUYDJW3AAJR,B006WRVXQA
5048028,5.0,2017-04-03,A21QLX95J8L2QI,B00C88HUSM
3723432,5.0,2015-01-25,A13PTX4UHN29TM,B005H82ZQ2
1186860,5.0,2012-07-31,ATCL00P7C2KUG,B0011V2XW0
9564082,4.0,2015-11-04,A1XRI44OVU3TRO,B000NK04EY
8608905,5.0,2017-05-30,ABBZA0BCHKZ2A,B019DM220G
4814160,5.0,2014-08-16,A3KU1I3A04MFFO,B00B0I2DBK
1188258,5.0,2014-09-12,A2Y3UA4HLC78YI,B0011ZEJKK
7675368,5.0,2015-07-12,A2A14JYNTGG9GJ,B00XWVRTR6
8131724,5.0,2016-08-08,AOXF9YV4LIBPZ,B014KO0LM8
4239433,5.0,2015-04-12,A3VIKM3E229197,B007LO4A1S
6826953,1.0,2017-05-09,A2MU37I57VN5EC,B00OH5IVS2
8271352,1.0,2018-02-23,A3L5FUYJCME61D,B015SMZYGY
4438755,4.0,2015-05-12,A31BRCROMLMJ6S,B008W0GYGY
5947725,3.0,2015-03-29,AFSYDDK0DG2YQ,B00I6LCFGM
628434,5.0,2018-04-03,AW93QPLG23B98,B000HKKY7M
884864,3.0,2016-01-08,A3MF5JS52CO3X7,B000OZFJTI
7078407,5.0,2015-01-20,A34UB2EJV7TIYC,B00R55AIVO
5710577,5.0,2016-11-16,A2EE33CU9EJ1H3,B00GLV3VBC
4824152,5.0,2014-07-16,A220RPPWGTHW6U,B00B1PDPAK
4164382,4.0,2015-10-31,AV2FJV0OF509U,B0078I7TBA
1339505,5.0,2014-09-15,A1OO9PHUVVL5RE,B00162OKWU
4622420,3.0,2016-01-15,A36R5Q85EF2B2Z,B009ZSVZWU
311983,5.0,2015-10-29,A2IINZ217VMRCI,B000AA47YK
5322841,5.0,2016-09-29,A1AUSBADCSLIVH,B00E1NQ3DU
5800920,5.0,2016-12-15,ANERNVFSBEGSO,B00H85BQLC
8756407,5.0,2016-02-28,A2UNWFVHL0JWBH,B01AT2XPHI
3457804,5.0,2014-10-19,A18F2LV8KPS7FM,B004WMDME8
3485633,5.0,2016-05-24,A2BJSCMN59FC03,B004XVL5YC
3215363,4.0,2015-04-28,A38GDD3T51JGBL,B004CGD4HE
5667119,4.0,2014-12-10,A21NMSG9R0QB55,B00GBE4GH2
761478,5.0,2017-06-13,AQOCZZM28Z5DZ,B000LJT8AI
1817146,5.0,2014-11-09,A250AXLRBVYKB4,B0019DCVTA
7294718,5.0,2014-09-10,A211PPWSC9WYYU,B00TQ4QKIM
6727852,5.0,2014-05-30,A39Z0ZS82QTI9C,B00NODBZUE
593966,5.0,2016-08-02,A2OZI3RYS7FGUU,B000GYALMW
8932167,4.0,2018-03-12,A27R3S1WWUQUK4,B01CS0A1R6
5776121,4.0,2016-06-07,A2EAX2ITW09Y45,B003XUXTKW
7378803,1.0,2015-08-24,A23P9UH45838YL,B00UMPT220
7083659,5.0,2016-01-20,A2PKDX7AKXKI2A,B00R6GRWGQ
2374076,5.0,2015-04-28,AIHICKVD0IZPY,B001TONH4W
7046478,4.0,2014-09-07,A305F7J5CGKZO2,B00QR2HBRA
6821698,5.0,2015-12-16,A13HTWDBK0J32X,B00OD2L62M
4908782,2.0,2013-08-22,A168SAOQWU7A63,B00BEQGHYM
8773591,4.0,2016-08-20,A2E2SU4HELG9FJ,B01AVSQL12
851301,5.0,2013-03-19,AXJ9V25Q88GAA,B000NULPIS
4343511,5.0,2017-01-06,AHTT5P6EYQC73,B0085088PG
4559184,5.0,2017-05-26,A3U9OY4UCU1PUJ,B009F9XJNW
2543388,5.0,2017-02-17,AB48ATLRVT1BW,B002AS9IKS
8848151,5.0,2016-09-30,A30NGFU4K1YGS5,B01BUWW3GA
3237630,5.0,2012-07-20,A1QZSV9MZLZYJV,B004DPGM1O
1842143,4.0,2018-03-12,AS643NZOIIPML,B001A4N47G
137438,5.0,2015-03-05,A3UJRNI8UR4871,B0002YSQ5U
8745213,5.0,2016-06-02,A31PDR78F1MNDI,B01AMK5D3G
3624027,3.0,2016-01-21,A1MA9NNOHGRXTI,B0059SV0T8
9187242,4.0,2017-05-16,A2P7YZ8DWDWWPQ,B01FA9V6Q2
876342,1.0,2017-04-15,A3QFRKNOF5UYOF,B000OTG7FE
6633476,4.0,2015-11-19,A5CDMTW6JKV5G,B00N0NGU7G
2242837,4.0,2013-04-01,A163K7LG1IOCUP,B001NUOZSY
5429328,5.0,2015-03-16,AL2SKAQDLAKR3,B00ERX5G4Q
3332829,5.0,2016-05-01,A3GA4ZS8UC4X3K,B004M37FYA
1172685,4.0,2012-11-23,A1KX4LFT6AN4SX,B0010O748Q
8112186,5.0,2018-01-07,A1OC2IYHNC8CX3,B014EBIXWC
2994798,5.0,2015-11-09,A27NK3OAYEBN3Q,B003R7DYR4
3368314,4.0,2013-11-18,A2VFU1K561R81R,B004QJSULW
1108974,4.0,2016-07-14,A2BNYEBPMSMLY9,B000XEX66S
6161429,5.0,2015-01-16,A3NKXZ6KGYRF6E,B00JTUVC2W
931472,5.0,2015-05-04,A33PVJFNTE7SHP,B000PWDDR0
2351923,5.0,2017-10-13,A21U4DR8M6I9QN,B001RX0K22
9283517,5.0,2016-04-27,A1QYG3FO629UVN,B01G7WIMPE
7489466,5.0,2015-11-01,A1OB5NTW55VYHW,B00VVPZHCY
3188254,4.0,2016-02-24,A237LGN5EW91ZW,B004AJLUGK
282665,5.0,2013-03-12,A16FNNPDTUBLUI,B0009TUEJE
9851335,5.0,2017-06-28,A26GUWYQNHELB7,B001OPL8DS
8467340,5.0,2015-03-17,A2QPY8RTMFEEG9,B017U6U2NG
8699306,3.0,2017-03-19,AEDKK00FZQS1D,B01A8AX5CG
8756138,4.0,2016-11-13,A2QP5ZEZ12F8CR,B01AT1NC54
4218512,5.0,2015-10-16,A2FM6AT92MJ14P,B007HNDHH6
2593413,5.0,2015-01-09,A2PGV54V3BZZVF,B002E6RD6C
421406,3.0,2014-07-05,A349LIMR8J6CGF,B000E39T50
1916083,3.0,2016-03-29,A1RPTVW5VEOSI,B001BS3X6I
12859260,5.0,2016-09-26,ADFSFIS6OSL6Z,B01EWSQF0O
5805906,5.0,2016-04-14,A16MLEUQ368JCS,B00H9DYIXQ
3806760,3.0,2013-12-07,AJWUBGVQ47GJW,B005OTYVTS
2125304,5.0,2015-01-18,A39CWCCJWHA6SK,B001I838NY
4882477,5.0,2016-07-24,A3P3V9Y8NLFMSC,B00B90H1T8
4784575,5.0,2014-10-30,A30XYS6AQ17DNK,B00AU6IOK2
1268371,5.0,2017-09-13,A1BV7REB6CF1XE,B001445ETI
9905736,5.0,2015-04-24,AZ9HXNT7ZG6IJ,B0021TOPPY
5043975,5.0,2013-06-13,A2QDOJFFLFGF18,B00C81JUSM
4186983,5.0,2016-07-21,A1P2DUIECSJ16N,B007C1OXA8
7366772,3.0,2017-03-30,A2MR7JGGFD394J,B00UGMVQQE
3007237,5.0,2012-07-08,A1ZZ85SS43PCDJ,B003S4QNTM
3853263,4.0,2015-07-28,A2VHR0D03JONEM,B005UZOJZ2
2391719,3.0,2018-02-04,A3VF1Q9PG3RZNE,B001U7GX8K
4774327,5.0,2015-10-27,A4LIYJZZN8Y5P,B00AU6DAX8
2637605,5.0,2014-01-28,A1G7W3CA43VGE6,B002KNLX10
5407192,5.0,2015-12-23,A16AXQ11SZA8SQ,B00EO7V22U
2345425,5.0,2014-11-19,A29AP3XLK4SL29,B001RMUU3M
2215976,5.0,2015-12-10,A1COFJH8M8JFLY,B001N43GK8
6100276,3.0,2016-10-15,A1YFI1SP01PO41,B00JCJ43BW
831173,5.0,2017-03-10,A2MONP3IA495W0,B000NI5D92
2338481,5.0,2016-11-13,AWZZI3BLF4MF1,B001RE6ZPW
4779694,5.0,2016-10-05,A13M8OETQ1W6TH,B00AU6EAWS
6032755,3.0,2015-04-16,A19RLR6N6ZVWKI,B00ISN3YLI
801711,4.0,2018-01-12,A1FAIU96W23NYV,B000MQTJW2
6802817,5.0,2017-04-29,A13V1YUISXUH2P,B00O7XZEJS
837277,5.0,2014-11-07,A3HHGPGSF2A0UN,B000NMBLDU
4257846,5.0,2014-12-08,A35VTM2Z6FFJHC,B007QUVX3A
7854459,5.0,2016-07-16,A1RWEJNROX0JK0,B010EJV000
2825336,5.0,2012-10-01,A2Y5OI667JI8N1,B0036N9A3G
9241946,5.0,2016-07-25,A1S1YMYNKHHQO,B01FV69GLG
1302735,4.0,2014-12-13,A2MTOUYLX8T72E,B001586W9E
367421,4.0,2011-07-03,A2SZLNSI5KOQJT,B000BQNBXQ
7352393,5.0,2015-04-04,ADXYKQVR9ZTRN,B00UCKF9JA
2647291,3.0,2017-11-28,A1UEM9ZNWSQ9BV,B002LIMPZC
8661387,4.0,2016-10-02,A3D7ABCOAE17GD,B019XODZ96
6835729,4.0,2017-04-22,A2PHMA38VOKV1T,B00OKG01LI
4625237,5.0,2016-01-31,AMLUJES01JKM5,B00A1MHN2U
4384250,4.0,2016-12-03,AHQ2LKNKG8Q8J,B008CPU4CY
7820742,5.0,2016-01-13,A1S1YMYNKHHQO,B00ZZRLQHE
1236452,4.0,2016-07-19,A2WEDFOLI2H651,B0013DIRHQ
3880933,5.0,2013-08-13,A33GVO7ZHHGCOC,B005Z84134
3561637,5.0,2017-04-21,AAYSP3BQSEGHO,B0053Y1H9G
8007355,5.0,2017-09-18,A31I1HK8QIP4DG,B01346K5JM
5660830,5.0,2016-10-02,A33JDZHVNWK75M,B00G9W95IQ
5934825,5.0,2015-03-10,A1VK6EKINVYAT7,B00I42JWQ4
2631705,5.0,2016-04-20,AHSH07OAGQZ7M,B002IVHQ5Q
3873945,5.0,2015-12-09,A215FUWYVJ4ZR3,B005YOMCCQ
6441448,4.0,2017-03-23,A16RKEDL7POAPT,B00LH2S43K
8551979,5.0,2016-09-02,A3T1KAIN7VFHXC,B018OQPNRG
3553974,4.0,2013-08-08,A3NHUQ33CFH3VM,B0053C3OR6
1182292,5.0,2015-03-14,A1CBQZC5JB8QQY,B0011DM3IW
8337630,1.0,2016-04-26,AOJKBVC9NBXRX,B016ME81DA
3501256,5.0,2013-04-09,A2R8V7PSWBD439,B004YWJWXQ
2534268,5.0,2017-04-06,A2Y17G2VPPFEO1,B002AAUAOE
9486291,5.0,2018-04-30,AV2OFNN8YZ8EB,B000ET7E0Q
3529706,5.0,2016-05-19,A8H56SKQ3IK65,B0051EOKPG
5761964,3.0,2015-06-01,A3UN5D8VQNJA34,B00GVNB82E
3764170,5.0,2017-02-18,A2Z09SBFQZB0A8,B005KW7NA8
9115312,4.0,2017-10-27,A2FNBD43DEZPM3,B01EL13TG0
7565134,5.0,2015-08-15,A3N3HEPW4RRE2O,B00WSP4ULA
2557284,2.0,2014-12-21,AQ3U9MEWV4WTC,B002BU00ZW
4451137,5.0,2014-06-19,A3SB9ERDFC943R,B008YQMLP4
5508141,5.0,2015-03-20,ALK266KV2FAA7,B00FA2RLX2
7506452,5.0,2017-07-04,A12945RSJ6UKPM,B00W266R8O
2814171,5.0,2016-12-28,A2GTXQ39IVQW07,B00363V3LS
8343346,5.0,2015-11-10,APRNS6DB68LLV,B016NV6U4O
6267417,5.0,2016-06-07,A4BDNTE40J9F5,B00KHTM3G8
4844757,4.0,2015-06-30,ADHR8IF1XEEB3,B00B4G3JU2
6252835,5.0,2017-05-22,A1AZVH97R7CAFQ,B00KFBSP1A
7322687,5.0,2017-04-25,A3IF17D06PNL7A,B00U0IMGI6
2550214,4.0,2017-07-12,A1HOLE9R6WPT85,B002BCRJZ4
6742642,5.0,2015-09-04,A22MOHRBKKX1XW,B00NQ9H6JK
2483332,5.0,2015-12-14,A3N89JRE34GM25,B0026O1EY4
11616519,5.0,2016-12-23,A314WJZR8OOI2F,B00KRMZ6UA
2238809,4.0,2013-12-03,A1T5H7HNRWDUNL,B001NGF5FA
2837761,5.0,2014-07-07,A1FRIBXUEIRNQ3,B0038M1XVW
1377542,5.0,2014-09-12,A34NJHI6IVRRI9,B0016LJWEW
8475934,3.0,2016-02-14,A1AHIS29D50G9D,B017VJD4A0
5470145,5.0,2016-09-14,A10IQR1MUGBYC8,B00F2J6PP8
542082,5.0,2015-08-26,AILCEW40CFUOD,B000FP1QT4
9666062,5.0,2014-10-23,A1C1Q7OY1VESQ4,B0013UOZ20
7526851,5.0,2016-03-28,A1JXVV8JUEZ79K,B00WCK3FW6
2103224,4.0,2015-09-24,A1QT2M7JXKXOPA,B001H0EGXE
5171548,5.0,2017-02-18,A130BZ4TBIS66M,B00CZA3QIG
2496599,5.0,2016-08-17,A1L9X5MKKGFR6C,B0027JKN1S
4696913,5.0,2015-01-13,AG92QGMOM6YER,B00AFDEJZY
1167530,1.0,2014-04-02,A2KLSU6EM5NHYT,B0010HFAKC
4676598,5.0,2015-01-28,A1NRXDTYRRDNHV,B00AB811MC
6819411,4.0,2017-08-09,ALAO5ECUJ2GSB,B00OCFJF0A
4872892,5.0,2016-01-18,ANM3G840QMKPO,B00B7Q1CJ4
915619,5.0,2018-03-25,A3VXMHV2MH43L7,B000PICTYC
4521720,1.0,2013-09-27,A19WU7G1N2CP8C,B0096Z65WM
136702,1.0,2016-05-17,AR63VIREUKFJH,B0002YRJ6M
10820335,5.0,2016-12-28,A274A1A9HGYW36,B00AJK8DW8
2077431,5.0,2017-01-05,A203R41MIFSL4Z,B001GB4V16
4938520,4.0,2014-01-01,A1AQZL6GGFNZYC,B00BJXM3DO
698746,4.0,2012-01-30,A2TW7SLZ841DG4,B000JWO4J2
4871545,4.0,2016-07-18,A370XCNLHVGHUA,B00B7PFG38
2230114,5.0,2011-12-12,AJGU56YG8G1DQ,B001NDIZIM
6756655,5.0,2017-04-13,A2PNWTD4YQ583S,B00NV0CL44
8259223,5.0,2016-06-29,A3G0EP7W1VPY2W,B015QFTCOS
4291712,5.0,2015-01-12,AGMWHAKINRBZ0,B007XQQXXC
1851073,5.0,2014-01-03,A2AM7592UJANYG,B001AI0NIA
2163276,5.0,2015-04-07,A3J52OL6C5R936,B001L15FP2
9546922,5.0,2017-08-02,A1F1YMKWKSO6HM,B000LX9TG2
7969675,3.0,2018-02-04,A1WUAZSEDLWNZN,B0128DO9WG
2720692,2.0,2013-09-27,A1PADRMNPF5CMD,B002TIPGOQ
8221056,5.0,2016-01-22,A189UB0Q92WM8X,B015FF59SW
6064231,5.0,2017-04-03,A15WV2QDKHLP4Y,B00J1BV01C
3289139,5.0,2016-06-25,A1NZ006V30TUA3,B004J2KDHK
1947698,5.0,2016-02-24,A1AOGTDM6K8XR2,B001CJZ0Q2
7966097,4.0,2017-10-10,A2EGM5X3NJELBG,B0125U36Q2
2354533,5.0,2014-11-18,A1Z489XV3ECQBZ,B001S98NLU
6924230,5.0,2017-04-18,ARQLGEUTKUL2V,B00PD8JOTW
5634271,5.0,2015-12-19,A2CJN60AJPQTZQ,B00G6CXWTC
4208202,2.0,2015-08-20,A13XSM0RPVNOP7,B007FTSGLO
4787460,5.0,2015-11-30,A2QQT2RUF81FQV,B00AU6I99I
7282144,5.0,2015-09-06,ARTHSLN5BW5PW,B00TLFTEUC
7261299,5.0,2016-09-22,A29TIOY9QTQVK6,B00TBCBTY4
5241322,4.0,2014-02-27,A1WXG10FJ353K0,B00DHATQ6O
6479746,2.0,2015-01-15,A20C8Z0BIB1XQP,B00LR454YU
712155,5.0,2015-04-12,A3ANDK89EN5B79,B000KA6AOU
2419464,5.0,2016-02-16,AMLUJES01JKM5,B001VS1M20
3232720,5.0,2015-09-29,A3KHRW6ZC2EQIL,B004DALB1U
525898,5.0,2017-03-14,A31F9386A2HFCO,B000FI6YOS
475638,5.0,2015-01-31,A2XR7WAZLWEK77,B000F2XX98
2167134,5.0,2016-01-16,A1QFHWK77P0FKL,B001L9944M
12281371,5.0,2018-08-05,A3NHN1Y1COPGRU,B010EJV000
2000859,5.0,2015-04-14,A14BNFHA1WQLNI,B001DZT4WQ
